"name","cas","dcb","code","pharmacy"
tetracaina hcl,"136470","08463","57538",b
tetracaina hcl (pf) policia c1,"136470","08463","34716",a
tetraciclina cloridrato,"64755","08465","6291",c
tetraciclina hcl,"64755","08465","57058",b
tetraciclina hcl,"64755","08465","57058",a
tetraiodotironina 1:100,,,"6829",c
texapon sbn,,,"64300",b
tgp-2 peptideo,,,"6448",c
thalaspheres vit c,"94945047",,"1728",a
thea chinensis tm,,,"13438",b
thea floral (sg),,,"3510",b
theanina l,"3081616",,"34380",a
thebaicum homeo,,,"14437",b
theofisilaine c,,,"3640",a
theophyllisilane c,,,"11084",b
theridion curassavicum homeo,,,"9839",b
theridium cur. ho,,,"5927",c
theridium curassavicum homeo,,,"8039",b
thermo hd,,,"8253",b
thermo hd,,,"11737",a
thiomucase,,,"57009",b
thiomucase 1 : 100,,,"4419",a
thiomucase 1:100,,,"5286",c
thiomucase dil 1/200,,,"4050",b
thiomucase mp uso externo,"9031305","06149","57009",a
thuya occidentalis ho,,,"4555",c
thuya occidentalis homeo,,,"3058",b
thuya occidentalis tm,,,"6068",b
thymus serpyllum homeo,,,"6613",b
thyreoidinum,,,"3587",b
thyreoidinum ho,,,"5883",c
thyroidinum 5ch,,,"7482",b
ti plant floral (al),,,"7187",b
tiamina homeo,,,"15010",b
tibolona 1:10,,,"8404",c
tibolona diluida 1/10,,,"3880",b
tibolona mp,"5630535","08542","7970",a
ticlopidina,,,"68299",b
tiger lily floral (cal),,,"7186",b
timo homeo,,,"3977",b
timol,,,"57034",b
timol **,,"08601","6946",c
timol* 31/08/21,"89838","08601","57034",a
timomodulina,,,"5720",c
timomodulina,,,"69073",b
timomodulina,"90803922","08605","40874",a
timpano homeo,,,"7579",b
tinidazol,"19387918","08616","5020",a
tinidazol,,"08616","6345",c
tinidazol,,,"67659",b
tint alcachofra,,,"11843",a
tint alcachofra,,,"60665",b
tint alecrim,,,"11788",a
tint alecrim,,,"57186",b
tint algodoeiro (usar este),,,"8482",a
tint amora (interno),,,"14404",b
tint amoreira,,,"13214",a
tint arnica exter.,,,"40621",a
tint astragalus,,,"12044",b
tint aswhagandha,,,"15399",b
tint bacopa monieri,,,"14752",b
tint balsamo de tolu,,,"8370",c
tint barbatimao,,,"3402",b
tint barbatimao,,,"5000",a
tint bardana,,,"9199",b
tint benjoim,,,"57204",b
tint benjoim,,,"3413",a
tint berberis vulgaris,,,"11472",b
tint berinjela acabou,,,"11837",a
tint boswellia serrata,,,"11673",b
tint bromelia (interno),,,"14117",b
tint calendula,,,"57460",b
tint camomila uso int sob enc,,,"13208",a
tint cantarida,,,"57241",b
tint cantarida acabou,,,"57241",a
tint capsicum,,,"57277",b
tint capsicum acabou,,"10225","57277",a
tint cavalinha (interno),,,"67647",b
tint centella asiatica,,,"12966",b
tint cimicifuga,,,"15397",b
tint citrus sinensis,,,"11734",b
tint clorella,,,"13059",b
tint coentro,,,"22871",b
tint cominho negro,,,"15020",b
tint curcuma longa,,,"12108",b
tint de grifonia,,,"13701",b
tint de poejo,,,"11233",b
tint de tuia,,,"7087",c
tint espinheira santa (interno,,,"56169",b
tint eucalipto,,,"47818",b
tint euricoma longifolia,,,"15344",b
tint fucus,,,"19574",b
tint ganoderma,,,"14935",b
tint garcinia,,,"11621",b
tint girassol tm,,,"13889",b
tint guacatonga,,,"4959",a
tint guaco,,,"70646",b
tint guaco,,,"7037",c
tint gymnema sylvestre,,,"14986",b
tint hamamelis externo acabou,,,"63551",a
tint hortela,,,"55980",b
tint iodo,,,"15969",b
tint ipe roxo (interno),,,"12567",b
tint jaborandi,"84604035",,"57290",a
tint kava kava acabou,,,"11765",a
tint magnolia,,,"14815",b
tint malva,,,"4620",c
tint maracuja (interno),,,"46267",b
tint maracuja 20/08/21,,,"11768",a
tint melissa,,,"5793",a
tint melissa,,,"65560",b
tint mulungu (interno),,,"57575",b
tint oregano (interno),,,"14119",b
tint passiflora,,,"6803",c
tint passiflora,,,"57447",b
tint pau d'arco,,,"57411",b
tint pepino,,,"46360",b
tint propolis,,,"6801",c
tint propolis,,,"53510",b
tint quina,,,"57368",b
tint rhodiola rosea,,,"11598",b
tint sucupira,,,"46358",b
tint sucupira   acabou,,,"10700",a
tint trifolium pratensis,,,"14466",b
tint tuia,,,"57393",b
tint tuia externo,,,"57393",a
tint unha de gato,,,"12109",b
tint valeriana,,,"11771",a
tint valeriana (interno),,,"46401",b
tint veg acai,,,"13706",b
tint veg griffonia,,,"13578",b
tint veg gymnema sylvestre,,,"11351",b
tint veg hibiscus,,,"13707",b
tint veg sucupira branca,,,"13735",b
tint veg vitis vinifera,,,"11358",b
tint vegetal arnica,,,"57162",b
tintura  assa peixe,,,"6509",c
tintura acafrao*,,,"6331",c
tintura algodoeiro,,,"9397",c
tintura boldo,,,"6367",c
tintura curcuma longa,,,"5121",c
tintura de alcachofra,,,"10415",c
tintura de alcaÇuz,,,"6487",c
tintura de babosa,,,"8577",c
tintura de barbatimao,,,"10177",c
tintura de confrey,,,"11601",c
tintura de erva doce,,,"8348",c
tintura de espinheira santa,,,"5191",c
tintura de ruibarbo,,,"8578",c
tintura de saw palmeto,,,"9606",c
tintura espinheira santa,,,"14083",b
tintura guassatonga,,,"9320",c
tintura mulungu,,,"12525",a
tintura roma,,,"11479",c
tintura taraxacum officinale,,,"6265",c
tioconazol,,,"38179",b
tioconazol,"65899732","08627","71316",a
tioconazol **,,"08627","6924",c
tiolisina complex 28/08/21,"79458687",,"8683",a
tiolisina complex 30,,,"1872",b
tioridazina,,,"5522",b
tireoide homeo,,,"7459",b
tirosina,,,"56212",b
tirosina acabou,"60184","08692","56212",a
tirosina homeo,,,"14362",b
tizanidina,"64461821","08705","71638",a
tizanidina,,,"71638",b
tizanidina 1/100,,,"14249",b
tm aconitum napellus,,,"4241",c
tm allium cepa,,,"4503",c
tm allium sativum,,,"10962",c
tm apis melifica,,,"5929",c
tm arnica montana,,,"5932",c
tm artemisia vulgaris,,,"11938",c
tm atropa belladonna,,,"5933",c
tm avena sativa,,,"10976",c
tm bryonia alba,,,"5934",c
tm calendula officinalis,,,"5935",c
tm chelidonium majus,,,"5936",c
tm coentro,,,"5940",c
tm coffea cruda,,,"5939",c
tm cravo da india,,,"11580",c
tm ignatia amara,,,"10966",c
tm ledum palustres,,,"4572",c
tm lycopodium clavatum,,,"4511",c
tm matricaria chamomilla,,,"4575",c
tm nux vomica,,,"4576",c
tm phytolacca,,,"4630",c
tm polygonum punct.,,,"4637",c
tm propolis,,,"11103",c
tm rhus toxicodendron,,,"4549",c
tm strophanthus,,,"5958",c
tm thuya,,,"7038",c
tm verbascum acabou,,,"11866",a
tocotrienois,,,"1240",b
tocotrimax,,,"24142",a
tocotrimax,,,"8997",c
tolteradina dil1/10( venceu),,,"9792",b
tolueno homeo,,,"13485",b
tomate homeo,,,"14128",b
tonarion floral (mg),,,"6895",b
tonico pro cycle hair,,,"9718",c
topiramato,"97240794","08776","1268",b
topiramato,"97240794","08776","4288",c
topiramato,"97240794","08776","21566",a
topiramato homeo,,,"11968",b
tormentilla homeo,,,"10552",b
tramadol,"27203925","08806","6029",c
tramadol hcl,"27203925","08806","1746",b
tramadol hcl,"36282470","08807","5414",a
trans resveratrol,,,"10489",c
transcutol,,,"973",b
transcutol,,,"32150",a
transcutol p *,,,"4084",c
traqueia homeo,,,"7460",b
trazodona,"25332392","08824","2040",b
trazodona hcl,"25332392","08824","1254",a
trealose (gps),,,"6954",c
treonina l,"72195","08838","57526",a
tretinoina mp,"302794","08848","2516",a
tri repair(biovital),,,"10612",b
trianc acetonida pura externo,,"08854","4054",c
trianc acetonido 1:100 (extern,,,"4075",c
triancinolona (uso int e ext),"124947","08853","61712",a
triancinolona 1/100 externo,,,"4056",b
triancinolona base (interno),,,"8644",c
triancinolona dil 1/10 interno,,,"4052",b
triancinolona uso topico,,,"61712",b
tribullus terrestris ext seco,,,"7064",c
tribulus terrestris,,,"78323",b
tribulus terrestris ext seco,"90131683","10762","9087",a
tricho foam,,,"11955",b
tricho sol,,,"8504",c
trichocond,,,"3987",c
trichocond,,,"13009",b
trichocond (fagron) acabou,,,"11980",a
trichocream,,,"3997",c
trichofoam,,,"4187",c
trichooil,,,"12220",b
trichooil,,,"3993",c
trichophyton mentagrophytes,,,"13611",b
trichophyton rubrum,,,"13612",b
trichosol,,,"11234",b
trichosol fagron,,,"11086",a
trichowash,,,"11681",b
trichowash,,,"4001",c
trichowash (fagron),,,"11979",a
trichoxidil,,,"11456",c
trichoxidil fagron,,,"13601",a
tricophyton mentagraphytase ho,,,"14034",b
trietanolamina,,,"9659",c
trifollium pratensis tm,,,"14459",b
trifosfato de adenosina,,,"1452",b
triglicerideos caprico/capril,,,"34324",a
triiodotironina 1:100,"55061","05338","7103",c
triiodotironina sodica pura,,"05338","6007",c
trikenol(pharmanostra),,,"10669",b
trillium floral (cal),,,"3677",b
trillium pendulum,,,"10130",b
trilostano mp vet,"13647353","8906","10770",a
trimebutina,,,"1954",b
trimebutina maleato,"34140595","08910","25155",a
trimera floral (mg),,,"6896",b
trioxidil,,,"14672",b
triphala,,,"8920",b
triphala 40%,,,"6489",c
tripsina,,,"15037",b
triptofano,"73223","08947","57083",a
triptofano,,,"57083",b
triptofano homeo,,,"14311",b
trissoralem,,,"57149",b
triticum sativum homeo,,,"7920",b
triunfo floral (sg),,,"3521",b
troxerutina,,,"1875",b
trumpet vine floral (cal),,,"7189",b
tuberculinum,,,"3727",b
tuberculinum  marmoreck ho,,,"11790",c
tuberculinum aviarium homeo,,,"14295",b
tuberculinum aviculare homeo,,,"10114",b
tuberculinum koch ho,,,"12066",c
tuberculinum kock homeo,,,"4486",b
tuberculinum residum,,,"10142",b
tubo de aluminio 150/200 ml,,,"14945",b
tuia floral (sg),,,"6748",b
tumeric extrato,,,"5129",b
tundra twayblade (ala),,,"14842",b
turberculinum ho,,,"11033",c
turkesterona,,,"7903",a
turkesterone,,,"5942",b
turmeria zen,,,"10910",c
tween 20 p/ latanoprosta,"9005645","07272","5564",a
tween 80,"9005656","07275","57060",a
tween 80,,"07275","6306",c
tween 80,,,"57060",b
twinflower fl (alaska),,,"14598",b
typha floral (mg),,,"6898",b
u c -  ii colageno tipo ii,,,"62489",a
ubiqsome,,,"14830",b
ubiquinol,"992789",,"6298",c
ubiquinol dil 50%,,,"10921",b
uc ii,,,"5440",c
uc ii,,,"12895",b
uc ii homeo,,,"14991",b
ultrasphere retinol,,,"77100",b
umbellata fl. (sg),,,"4374",b
uncaria tomentosa homeo,,,"7644",b
uncaria tomentosa tm,,,"13439",b
undecanoato de testosterona,"5949440","08459","1266",b
unha de gato ext seco,,"10765","3972",c
unha gato ext seco,,,"41024",a
unha-de-gato tm,,,"6614",b
unigel,,,"32016",a
unistab s-69,"4602840",,"32134",a
unitatum fl.(sg),,,"4373",b
uplevity,,,"9710",c
uranium nitricum homeo,,,"10143",b
ureia,,,"57599",b
ureia,,"01711","5613",c
ureia diluida,,,"12521",b
ureia homeo,,,"14585",b
ureia pa (pc) policia,"57136","01711","31874",a
uridine 5 fosfato,,,"12800",b
urtica dioica tm,,,"15480",b
urtiga dioica,,,"1531",b
urtiga dioica,,,"7515",a
urtiga dioica ext seco,,,"4113",c
urtiga urens ho,,,"4557",c
urtiga urens homeo,,,"13531",b
urucum po,,,"4767",c
utero homeo,,,"6126",b
uva ursi,,,"57630",b
uva ursi ext seco,,,"6883",c
uva ursi ext seco 10%,,,"13630",b
uva ursi homeo,,,"5036",b
uva ursi po acabou,,,"42194",a
uxi amarelo,,,"6678",c
uxi amarelo,,,"12021",b
uxi amarelo  acabou,,,"2385",a
uxi amarelo tm,,,"14790",b
valerato estradiol mp,"979328","03612","61438",a
valeriana  ext seco,,,"61116",b
valeriana extrato seco **,,,"6759",c
valeriana extrato seco 27/08/2,"8057496","09928","61116",a
valeriana ho,,,"5238",c
valeriana homeo,,,"4009",b
valeriana officinalis homeo,,,"7255",b
valeriana officinalis tm,,,"6653",b
valeriana po 22/07/2021,,,"10039",a
valeriana tintura **,,,"3977",c
valeriana tm *,,,"5878",c
valina,"72184","09076","57952",a
valina,,,"57952",b
valina homeo,,,"10549",b
valsartan,"137862534","09085","6985",a
valsartan,,,"10619",c
valsartan,,,"1540",b
valv  bico de pato 24415 branc,,,"5333",c
valv bico de pato 24415 dourad,,,"9417",c
valv dosadora r18,,,"9791",c
valv saboneteira fr acinturado,,,"9415",c
valv saboneteira r24 rose,,,"12144",c
valv spray dourado r18mm,,,"9685",c
valv spray fr trapezio branca,,,"9790",c
valvula 18mm dosadora,,,"38477",b
valvula 18mm nasal leitosa,,,"14753",b
valvula 18mm spray,,,"8422",b
valvula 24mm dosadora,,,"12168",b
valvula 24mm dosadora alta lei,,,"14207",b
valvula 24mm spray alta leitos,,,"14231",b
valvula 28m dosador dourada al,,,"14202",b
valvula 28m spray c gatilho,,,"14268",b
valvula 28mm bico de pato,,,"9841",b
valvula 28mm dosad leitosa bai,,,"14209",b
valvula aortica homeo,,,"13373",b
valvula bico de pato bca,,,"8971",b
valvula bico pato,,,"62655",a
valvula derma top dourada 30g,,,"14900",b
valvula derma top prata 50g,,,"14901",b
valvula dosadora tonic 33/410,,,"14961",b
valvula dosadora uni control 1,,,"12082",b
valvula e tampa gel transder,,,"6884",a
valvula espumadora 150ml,,,"8912",b
valvula espumadora 60/100ml,,,"11157",c
valvula finesse 30/50ml rose,,,"11605",c
valvula finesse rose,,,"14542",b
valvula meg br com friso prata,,,"10093",c
valvula mitral homeo,,,"13376",b
valvula nasal 18mm,,,"11667",c
valvula new pump 15/30/50ml,,,"14755",b
valvula p/ espumadeira  50 ml,,,"2290",a
valvula p/ espumadeira 150 ml,,,"6902",a
valvula quartzo sab 150ml,,,"14529",b
valvula quartzo sab 250ml,,,"14530",b
valvula quartzo spray br 100ml,,,"14531",b
valvula quartzo spray br 60ml,,,"14532",b
valvula splendor black,,,"14962",b
valvula spray p/ fr desodorant,,,"2287",a
valvula spray r 18 mm,,,"6887",a
valvula spray r 24 mm alta 150,,,"62646",a
valvula spray r 24 mm baixa,,,"6890",a
valvula spray r24,,,"9160",b
valvula tricuspide homeo.,,,"13370",b
valvula tube tampa prata,,,"14533",b
vanadio quelado,,,"67258",b
vanadio quelado,,,"31343",a
"vanadio quelato 0,1%",,,"5988",c
vanadium metallicum homeo,,,"10033",b
vanistryl,,,"10223",b
variollinum homeo,,,"8038",b
varus fl.(sg),,,"3027",b
vaselina liquida,,,"6960",c
vaselina liquida,,,"57666",b
vaselina liquida 16/07/2021,"8012951","09388","57666",a
vaselina solida,,,"57678",b
vaselina solida,"308069070","09104","57678",a
vaselina solida **,,"09104","6791",c
vaso linfatico ho,,,"11166",c
vc-pmg,,,"9969",b
vc-pmg mp,"114040312",,"9969",a
vd  10 ml,,,"57824",b
vd  10ml c/conta gotas,,,"66217",b
vd  20 ml,,,"66229",b
vd  20ml c/conta gotas,,,"57836",b
vd  30 ml,,,"57848",b
vd  30ml c/conta gotas,,,"66187",b
vd  50 ml,,,"57850",b
vd  50ml c/conta gotas,,,"66230",b
vd 100 ml,,,"57861",b
vd 100ml c/conta gotas,,,"3244",b
vd 150 ml,,,"57873",b
vd 150ml c/conta gotas,,,"26268",b
vd 200 ml,,,"57885",b
vd 500 ml,,,"57903",b
vd ambar   30 ml r 18 mm,,,"1281",a
vd ambar   50 ml r 24 mm,,,"62647",a
vederine,,,"9615",c
vederine (galena),,,"9907",b
veegum r  externo,,,"1064",b
veg d,,,"12887",b
veg d pura,,,"9223",c
vegelip,,,"6940",c
vegelip acabou,,,"2386",a
vegelip gel 3,,,"4284",b
vegelip oleo,,,"2519",b
vegepharma,,,"8664",b
vegetensor acabou,,,"2387",a
vegf,,,"3295",b
veggie dha,,,"14045",b
veia coronaria homeo,,,"13371",b
veia ho,,,"11164",c
veia homeo,,,"9658",b
veia pulmonar homeo,,,"14878",b
veia safena homeo,,,"13372",b
velvesterone,,,"12656",b
velvesterone,,,"4007",c
velvesterone (fagron) acabou,,,"13718",a
velvet,,,"8737",b
venetron,,,"12451",b
venetron,,,"4082",c
venlafaxina hcl,"99300784","09113","6690",a
venoxyl,,,"1796",b
venoxyl,,,"36313",a
ventriculo direito homeo,,,"13382",b
ventriculo esquerdo homeo,,,"14721",b
venuceane (pharmaspecial),,,"14816",b
veratrum album 4ch,,,"8031",b
verbascum thapsus homeo,,,"6654",b
verbascum thapsus tm,,,"6620",b
verbasnol 10% (idealfarma),,,"11239",b
verbena fl. (sg),,,"3041",b
verbena tm,,,"15066",b
verbenacea fl. (mg),,,"6899",b
verisol,,,"7129",c
verisol,,,"7981",b
"verisol 2,5gr",,,"12124",c
verisol mp,,,"11456",a
vernonia floral (mg),,,"6900",b
vernonia polyanthes tm,,,"6655",b
verochic,,,"10890",b
verona spray airless,,,"14873",b
versapro,,,"12789",b
vertebra cerv dors lomb sacra,,,"14395",b
vertebra cervical homeo,,,"10070",b
vertebra dorsal homeo,,,"7575",b
vertebra lombar homeo,,,"7576",b
vertebra total 6ch,,,"8032",b
vertebra total homeo,,,"8021",b
vervain *,,,"4011",c
vervain fl - bach,,,"66163",a
vervain floral (bach),,,"56807",b
vervano floral (mg),,,"6901",b
vesicula biliar homeo,,,"7578",b
viburnum opulus ho,,,"4368",c
viburnum opulus homeo,,,"8757",b
vidro ambar   30 ml,,,"1960",b
vidro ambar   50 ml,,,"2173",b
vidro ambar  250 ml,,,"11770",b
vidro ambar 10 ml,,,"5686",c
vidro ambar 1000 ml,,,"1454",b
vidro ambar 1000 ml,,,"5126",c
vidro ambar 100ml,,,"4992",c
vidro ambar 150ml,,,"5645",c
vidro ambar 200ml,,,"12853",b
vidro ambar 20ml,,,"9151",c
vidro ambar 250 ml,,,"4170",c
vidro ambar 30ml,,,"6040",c
vidro ambar 30ml boca larga,,,"11017",c
vidro ambar 500 ml,,,"5627",c
vidro ambar 500ml,,,"1624",b
vidro ambar 50ml,,,"10569",c
vidro ambar 60 ml,,,"5663",c
vidro atica branco 20ml,,,"14963",b
vidro atica branco 30ml,,,"14932",b
vidro esmalte 10ml fume,,,"8037",c
villaresia floral (mg),,,"6902",b
vimpocetina,,"09141","6755",c
vimpocetine,"42971095","09141","23258",a
vinagre de maca,,,"9341",c
vinagre de maca homeopatia,,,"5931",b
vinagre de maca po,,,"1707",b
vinca minor homeo,,,"6623",b
vincetoxinum homeo,,,"13355",b
vine *,,,"5166",c
vine fl - bach,,,"69073",a
vine floral (bach),,,"56844",b
vinitrox,,,"5548",b
vinitrox,,,"8496",c
vinoxin (galena) acabou,,,"11793",a
vinpocetina,,,"1713",b
vioformio,"130267","02235","57733",a
violet,,,"4392",c
violet floral (cal),,,"7192",b
violet flowers complex,,,"69280",b
violeta genciana *,,,"57745",b
viotea sabor uva,,,"9438",b
viscum album ho,,,"4369",c
vit a,,,"57770",b
vit a   liquida,"79812","07695","57769",a
vit a 3960 d 19800/3ml,,,"2490",a
vit a acetato uso interno,"127479","07694","57770",a
vit a dil 1/100,,,"13658",b
vit a dil 1/1000,,,"14144",b
vit a oleo,,,"57769",b
vit b1,,,"51238",b
vit b1,"67038","08511","51238",a
vit b12 1/10 sublingual,,,"15346",b
vit b12 dil 1/100,,,"4013",b
vit b12 dil 1/1000,,,"13655",b
vit b12 diluida 1:100,,,"2561",a
vit b12 mp,"68199","01984","51240",a
vit b12 pura,,,"51240",b
vit b17,,,"12946",b
vit b2,"83885","07701","56110",a
vit b6,"58560","07167","55580",a
vit c  p/capsula,"50817","00104","57782",a
vit c (revestida),,,"57782",b
vit c acao prolongada,,,"1108",b
vit c soluvel,,,"38623",b
vit c soluvel po nao revestida,,,"2391",a
vit c topica,,,"65420",b
vit d 1/100 para sublingual,,,"5806",b
vit d dil 1/100 para capsula,,,"4061",b
vit d dil 1/100 para gotas,,,"4249",b
vit d vegana 1:200 oleosa,,,"9288",c
vit d3  nao usar em caps  mp,"67970","02569","51299",a
vit e,,,"57800",b
vit e   uso topico,,,"57794",a
vit e acetato po,"52225204","09341","57800",a
vit e oleo,,,"57794",b
vit f  hidrossoluvel,,,"1279",b
vit k1 topica fitomena 18/07/2,"84800","04060","2056",a
vit k2,,,"9777",b
vit k2 1/100 p/sublingual,,,"11717",b
vit k2 dil 1/100  flaconete,,,"11558",b
vit k2 menaquinona,"2124574","11508","61576",a
vitacolor ar,,,"10826",b
vitacolor via farma,,,"10580",c
vital omega 6,,,"9224",b
vitalvegan creme,,,"9385",c
vitalvegan creme,,,"14763",b
vitamina a acetato po,"127479","07694","7090",c
vitamina a oleosa,,,"6702",c
vitamina b1,"67038","08511","4327",c
vitamina b12 1:100,,,"6917",c
vitamina b12 pura,"68199","01984","7130",c
vitamina b2,"83885","07701","7057",c
vitamina b6,,"07167","4324",c
vitamina c  homeo,,,"9028",b
vitamina c nao revestida,,,"4647",b
vitamina c revestida caps,"50817","00104","7110",c
vitamina d vegana 1:100 caps,,,"9286",c
vitamina d3 1:100 cps,,,"6549",c
vitamina d3 1:200 oleosa,,,"6527",c
vitamina d3 pura,,"02569","7138",c
vitamina e homeo,,,"9025",b
vitamina e oleosa,"7695912","09341","3988",c
vitamina e po acetato 50%,"52225204","09341","5770",c
